"","feature.pa.pos","feature.pa.neg","contaminant"
"e077e2e1412b90656928cf9752490174",22,1,TRUE
"e21c53ba71264c8372000d261eb71b6a",23,1,TRUE
"7a8700a7fe05927c6d2a90ed80afbd75",23,1,TRUE
"993bf2c77d6d5142ee5a578442688db1",3,1,TRUE
"f384425a4c40acbda85b2c353a743701",22,1,TRUE
"28ac5e7215b494533fd9e89cf8244d56",22,1,TRUE
"5bb39e26c5b9be0371b1e6bd9c2cef3e",23,1,TRUE
"f8b7717e8f231845ccd9929299e0714c",22,1,TRUE
"45899b79925c1b8c84efdaf44fe8b8dd",21,1,TRUE
"b0da3e2d68ca3f3888f19488316d2e78",19,2,TRUE
"132bff9f2bf42375a8bafdb9f7d07a03",18,1,TRUE
"ed76a178ffa289e1c7cba7075cb77264",19,1,TRUE
"eeab6521785fb37aad85a4cf06a85d58",14,1,TRUE
"b5460fded7d48d0441ef695fb14af5e9",16,1,TRUE
"d3b95fc74dcafecea9035d5e638f2dfb",12,1,TRUE
"095cc3bac8fdef1a22056752520885ba",22,2,TRUE
"901d3887ec396c0f002433718a16d7d1",11,1,TRUE
"e3337a7ba04ce91610db497fba3eaf85",18,1,TRUE
"13fad9c594c2b5a3bd9bd7224a625adc",17,1,TRUE
"d601559b711dd40d6eff36e736b07452",11,1,TRUE
"92224758a8035d6e3f9e6f049874eba6",19,1,TRUE
"3e59d7257ca9bb68fd9126d80541f697",36,2,TRUE
"5cd2452f56d852dddb1701efd228ad6c",16,1,TRUE
"030a2259c314953a4e5e13ffb5e98f4c",24,2,TRUE
"de93277d9abfce2befb5c95fe0e48328",21,1,TRUE
"96a86f6fd4418a7ca292c72cec6e03f1",16,1,TRUE
"74fd1973fa14f9a45a1693bb28f6222b",10,1,TRUE
"9f2db95fe41c9c19629a5d7bbbc60b06",21,1,TRUE
"8529d96e0faed1fa37f2b332d169f074",22,1,TRUE
"9b48164e962d3d7bd257f94360bc46da",19,1,TRUE
"e99f8e357a571bb9576bb13ffbff3a20",19,1,TRUE
"d57d92e1876924ef14fea6ae117b97bb",41,2,TRUE
"b02a820dd4dc97833abac9dd2dcf8c55",21,1,TRUE
"526ac3f4ddd1f8b91ed374e3c55a8365",27,2,TRUE
"b3bdd4bb00ea15f34fab3db49f71c69a",22,1,TRUE
"e45125ec37d0ba1544714cd52d43e711",20,1,TRUE
"ab7dd0c4a352975ae104d86dd6a7a045",43,2,TRUE
"56d9f44cd82149bdbc88595276604425",22,1,TRUE
"91ebf9a07645628f85b2d1c9fcf37701",12,1,TRUE
"0b841e2a8bca7ec80b95d6695afe18ec",39,2,TRUE
"f129046e283a47828b0efd9feef8eaab",23,1,TRUE
"b43e49336d7a52962a88fb797f91fc2d",22,1,TRUE
"edbef16bf9ad5778cf91729e09f215b5",3,1,TRUE
"f426cd5e5edc3fd77088da79fd32e67f",22,1,TRUE
"cdf00d41d680b96ab380ff4d9eea02b5",20,2,TRUE
"7cc92a004a7c38a6cc8ad72bebbd36be",20,1,TRUE
"18c2224d4e07f77d24e2e7aaa6ad5a22",23,1,TRUE
"97c2a9eb19d5313d09b55e395abb8173",25,2,TRUE
"802735947e11642bb60592d066791979",20,1,TRUE
"2ec22d309f3b5cb5db61edc271d9d6bc",11,1,TRUE
"e6ff25b4df29f4fff8eeba109d82c476",18,1,TRUE
"569ab8989a4f6b2be1d14f6cfb047ae4",19,1,TRUE
"2ea48c3e142c85a5ffe8cac491e041ca",12,1,TRUE
"f7c671d0ce30f910d52b18971e396b63",19,1,TRUE
"c808a04a4d1d196e3db1d91563ec021a",10,1,TRUE
"f0d724f9a75aacb1b4dd78176bcc36b4",23,1,TRUE
"edacca1fe2b35bc0b90b84df55773b13",23,3,TRUE
"a2a59d0db47ff08fa7565c33d6e721df",16,1,TRUE
"652b228d7726f60615571b56656c2e78",18,1,TRUE
"4b3229478d92271fd07be918878433e9",12,1,TRUE
"e89890840d3f9eba60117c43933b43eb",14,1,TRUE
"55759868b4bb9cf966add7c87e73a74b",16,1,TRUE
"8bf2467b5921c9e020fa6159734404b8",21,1,TRUE
"e189b8d657a95858810d1a03fb97fb2c",6,1,TRUE
"fc152800d9a910bb96148b2e88aff97b",25,3,TRUE
"d0ad23f1707740b20d8dcde207cdfd5a",17,1,TRUE
"70243e5e6705a2033d1a8ddf8de75004",10,1,TRUE
"6fb66233b14beb3f80df42c5d11f2369",20,1,TRUE
"a38b916ed19f0e2f97e98fad20e31ba3",12,1,TRUE
"1b0eef297977a00f43fd6469114c3181",20,1,TRUE
"68e4fb3d12ca65fa934b43e48e4ca71b",17,1,TRUE
"cc82ee3ac3c38cb206e88e18a092b0e7",23,1,TRUE
"364a4fddbd4c3d01ba73283bd473dea6",31,2,TRUE
"72392be46f01809853ff57824716415c",40,2,TRUE
"471aad6c142a91801c1792504f399ba8",22,1,TRUE
"78601b575d24a47021947d935c718c51",18,1,TRUE
"5448cb87b935fc277364b0696861d380",34,2,TRUE
"f244de9e923243476756752b80a2dae5",20,1,TRUE
"b5b52ad32d813da9abbe6c9900be912d",20,1,TRUE
"7f575d8ccf85af37ed679a6871c01b3a",13,1,TRUE
"5e8af5b1e50ad65086137f1738ac55d2",17,1,TRUE
"582e47acd413096188daac69f48b3544",3,1,TRUE
"da3bf7fe76800311f088c33dd4fab176",15,1,TRUE
"1bea2438fc7c7d2cad13fa77cc2c2faf",19,1,TRUE
"39baa392a1fe2d2b90f5606c9cd49934",19,1,TRUE
"135d6a9d92b7c150592fa8e1026b1eb8",43,2,TRUE
"4a9c036c934aac45da8d8b7c032975e2",21,1,TRUE
"0e777c72dae3f7a322fc17e7e9f31287",22,1,TRUE
"ca0aa6f0e335a350c5519f3d81281d25",25,2,TRUE
"fa92f0d1fd67cd53a19047aececfbe3c",16,1,TRUE
"ad84f30e92d43d28cd62c868c9b6508a",17,1,TRUE
"5e1ad96532fd3e0ac9e3ddc3abb88fb4",19,1,TRUE
"72f0c52a038fa93789c37d738f528462",22,1,TRUE
"c833478803badc59246ab5db3e517a54",23,1,TRUE
"41aebe8c8e3500575de3e160160be9e4",17,1,TRUE
"ff03744a5c362ec5915a71b635ce4f15",17,1,TRUE
"620064658ab4522fb61dde530d97af9a",12,1,TRUE
"fdf7aa5df9d36185b3791e2458a2caa8",22,1,TRUE
"77866d944d4ec2ecca58854b9d1982a3",39,2,TRUE
"942b6a51300358ac48b2e6b0ca8ab455",38,2,TRUE
"045564da7dde42905840026d70811916",24,2,TRUE
"2b97fa78d524e12052bf28ad14ff9a1c",17,1,TRUE
"b6fae5858e3478cd51754937c8556720",17,1,TRUE
"962381aec32fe4342dfae55504ad3576",11,1,TRUE
"b23c3ce4a6dd92a17128bdef20d404ef",13,1,TRUE
"9463657f9961c6a209f100a79bffeea8",42,2,TRUE
"ab2ef30b06bd1ce7927432bf28810a7e",15,1,TRUE
"a08502b67b1e50ac50a3dafb3ef3a846",16,1,TRUE
"2881efc6ed99029f2df0a242d52e4f76",42,2,TRUE
"a720a7bade5cce1bab6941227f569423",23,1,TRUE
"9e70a1bbb3fb507f256df1725282fc42",16,1,TRUE
"de90e017bbb985619bbb2d6c1e2ab3d4",21,1,TRUE
"d9b2eb642136d4c1ff654c73d0af2501",21,1,TRUE
"017149d1eea7b2318f14db7264ac295d",15,1,TRUE
"a8b7503c5a9435af07c92e57ae05a4b2",16,1,TRUE
"7db92dfe354f7c84b99cd099617b641f",23,1,TRUE
"9b1f73b0b00234422732f2effe00a60f",14,1,TRUE
"f9b3bae2e1f2bf8da5c1148be6de70d0",11,1,TRUE
"febd7ca860ba3fc9458bc5840771c521",16,1,TRUE
"f8aa99ecc67e3268c5fa3073248b613d",23,1,TRUE
"f3b550746255380c553d904507185955",119,6,TRUE
"3b2e57d48b249d0969e068ead8b381b2",33,3,TRUE
"680b7a889f8fb6f48e4115223d271df7",20,1,TRUE
"eb04fdec71edaea0cf5d47f6929a1ca8",40,2,TRUE
"aa65783ab78a0e7720ea7c81229f55e3",11,1,TRUE
"9616eb9c92ec981c9602cb11ebcb72c1",37,3,TRUE
"9d6c26ddfd1fd17de90369c39248e5c7",12,1,TRUE
"63f5fc65b6614466afd9699a3f354d83",16,1,TRUE
"7aff5027fab2506ce54258e4d0fa5abc",15,1,TRUE
"91daf45a5e744bdd274720e876ea26b5",11,1,TRUE
"d03ccf5c83945eee9c05ee411840564b",15,1,TRUE
"1de54f4449dfd5439728794e8b195aac",18,2,TRUE
"0292adb323552f16caed4d494d14ca81",23,1,TRUE
"4f179f16a0f6d8d9e87a861335a1b499",12,1,TRUE
"0c69ff8fdf1d3c36433e088d9e517fea",23,1,TRUE
"41c3e69def72f781b0f66484187fb53e",21,1,TRUE
"29217c6ae7f499fad6287d2608dd8e97",38,2,TRUE
"d1569a21495b42aca93fd10e0495a5d4",19,1,TRUE
"96e98d6b2515ef475262c95824891b39",15,1,TRUE
"f34922e8319a901c82b63f07845f5968",18,1,TRUE
"0f20ff91fbfe7f3cdf4202b519b37946",4,1,TRUE
"e84f05283c0242a7b97139a16b3d2129",21,1,TRUE
"7bd92314ff72f304c56e93dfbddca3f4",23,1,TRUE
"c58d2d5ecfb6dbdf8ec93e46e09cc40c",22,1,TRUE
"2825e771740c2228d0011fee74fe3ec7",32,3,TRUE
"d35fceb1c4e38b33ecbe513e643c8b29",22,1,TRUE
"3aba2d7138caa48502b457002b810a7e",16,2,TRUE
"2d7cbf55410e934b3fdd7414d76e73fa",14,1,TRUE
"e5cf1b3a666e414c52d08157f67a1056",19,1,TRUE
"9f01500732217454fdff7f88c7cba660",15,1,TRUE
"58c0242dd0c9bf5753d87f5719a9ef99",21,1,TRUE
"47e9cfb312be160c1f197fbe39248afe",20,1,TRUE
"18ed609a8a2b796763eb60a15f695cda",12,1,TRUE
"723231071c3cb6e40f01de65376c70bc",18,1,TRUE
"56523aea82ad5c8571f6d90a98ccc5f6",21,1,TRUE
"2a935849d963f9d39197fb4811d1bd7f",19,1,TRUE
"07576e5eafcd4a3b2220207e16bb8f3b",39,2,TRUE
"d44e67cee1a46a178fb516b96419466e",19,1,TRUE
"0c277f7356e06b7ba5a292aa6bee56d8",12,1,TRUE
"8482ee72c2611a83c2171d435ff5c187",15,1,TRUE
"6bf395c17b5a2dc183cf8dff54db9837",20,1,TRUE
"d02733e7a0b940d49d0355f52fd34876",13,2,TRUE
"d97052a4c5358a84fddc89519119e997",16,1,TRUE
"59cd778854574811f03e7bc07154d8a5",25,2,TRUE
"9389b3933c581454a8a84ec1c4dcbbc1",21,1,TRUE
"f85a8e88bb3bf2c91a3b59c8a2a419b4",20,1,TRUE
"adaf9bcf963b2d6fe9991066b626f8d5",17,1,TRUE
"befbd37cad5b2fdb8c7ce13ec458eee0",18,1,TRUE
"79e018012c715ebff6695da93df4d9f7",23,1,TRUE
"449fefee286afb5a288fe294089825ad",13,1,TRUE
"c00874434ba16a48cc252010fad60197",21,1,TRUE
"bc4abde2860614fe56109d3906485dab",22,1,TRUE
"c3fa428c21f33c90ecfd3fbcbc3cc249",40,2,TRUE
"b640f0b3cf1e40fcce1e173f36653dc5",14,1,TRUE
"0bff06f0891f94b1219b5d3ddb53d4de",17,1,TRUE
"77c000db9070cafe740d7037dc9fb7aa",10,1,TRUE
"f35b0c53db115d9db167fd206b19c0bb",20,1,TRUE
"6f607ec32bbca4d4f33711a9e5d6a71a",22,1,TRUE
"c0eee9dff1bedc6d67bcfcf0d34dc57c",12,1,TRUE
"68cfeeafffe05c63549b95926190a347",19,1,TRUE
"ccc380b90b02ec5b204f5fcf342e4800",16,1,TRUE
"de53f6ea480c04c628979354ee894586",23,1,TRUE
"b1a808dc6eb611cb6610d37ecbad0945",8,1,TRUE
"af1d33e24d12f543754ee4512ca57b87",35,3,TRUE
"e8fc4a4c400e360d5379f94067df5d3d",20,1,TRUE
"6d6061704b605138a047134dd0cf9e66",16,1,TRUE
"2c9c4a0b85564ac2950cb452a47999db",22,1,TRUE
"4eed24b394451dc3aa0091fb930bd763",38,2,TRUE
"c8f7157dc705c863ff5c9324e7d5ce92",22,1,TRUE
"99d97a67c71131e3070a267a72aeb461",17,1,TRUE
"2627f739b6aa7e0d1da83d7c937a8449",19,1,TRUE
"42a3b2149818b43522594f672d7f4c6f",18,1,TRUE
"9cd8b0e71a570b87fc12126761b2a387",14,1,TRUE
"26a82f8dc1df51ffab19ccca43c8340e",17,1,TRUE
"f64483c0a300a3162fe7e512ada2ec37",26,2,TRUE
"a86af35052aff970c18d58324ce79b41",15,1,TRUE
"78107da123f411718be8658105a97616",15,1,TRUE
"bc5cffeee4c7209c190c50c739e897f2",10,1,TRUE
"30499a473316f94d6c19bf1aff9598a7",23,1,TRUE
"384ad353d065fe7f57931a23f32ff9b2",18,1,TRUE
"9afb8963cc74a112e756ef4c0e0e2cb8",21,1,TRUE
"1fb2290e464f8e2b2d1d581863be8cca",17,1,TRUE
"76217eb6873c7e26352c8326da13b599",10,1,TRUE
"400b710425218401e3969dcf81a25e18",14,1,TRUE
"1583ec5ffc5578a746fe431e3de1fa51",11,1,TRUE
"4fc36e1d2e8cdb58f2c251d64934eca9",23,1,TRUE
"e50bd07bab328090dbf024b7835200cf",16,1,TRUE
"11864588a2190900b515dc97af72914d",19,1,TRUE
"c347cbb3e58b21d62100a0cd48dd9e36",16,1,TRUE
"a360a9e57120aab78b6fbdb0bf09a678",14,1,TRUE
"3a693a83f3bd5df2f0098803fbf110e4",18,1,TRUE
"abee197f99a08d1ac65f1206f60d5028",17,1,TRUE
"7440ac7682865d5bd8ff36513df8c7f6",12,1,TRUE
"a04e0d0a45de5bc7221ba5b104b2e1fc",60,3,TRUE
"0665c185607292cac582b0cd4ce57d81",15,1,TRUE
"543ecb03fe3b6138285964e9cc0c0a59",17,1,TRUE
"8f73bf3aa4d6d8e01c16ca84941698c4",23,1,TRUE
"cc28c1a0503269c1871bfc4ef213e52b",3,1,TRUE
"510dd79dea3a4f6652a45cdd409f5f02",23,1,TRUE
"00d5ec163a04e33e6ff5c320f28de4e4",8,1,TRUE
"a3777612dd36cf3069a95a7e0c50e94e",17,1,TRUE
"87866210ff36e9057ab61d5693608bda",19,1,TRUE
"c8f70996be6204aa81f79ca9fdf55ae7",44,2,TRUE
"4947138e93decf73c1fc828241e440aa",18,1,TRUE
"7cbf353a3098b9f17de97ad97688fae8",23,1,TRUE
"4999cfd974b1f26221991688b2f46d92",18,1,TRUE
"ca9d864dbbed22c40197d296c1c6eb65",19,1,TRUE
"752cb63bfb62ddaad18ffc72ddd5d197",23,1,TRUE
"46f3f10c97b2c9f500a173166d5a0cc4",9,1,TRUE
"4599731033e438cf3bee6cb013c89b5a",20,1,TRUE
"93a6b55c5af0b6118b1b98b4939528cf",21,1,TRUE
"293f73a292de3ea7774d7241cf9f772c",17,1,TRUE
"651de1fed8bd53d022c295d7714e56a1",23,1,TRUE
"b209c12d5211c6d8d7349e945e7e6a36",18,1,TRUE
"e90cb6a69db84865fdef7e3031c644a4",36,2,TRUE
"d45d93cadc4f1a15aa7e344af1b8680a",15,1,TRUE
"6c7abb5a98a2849ed115f24078e39842",22,1,TRUE
"a844f7cafac5a486519a5a34241ed6a3",11,1,TRUE
"53a289503c3070aa98a679c92ca06b6c",21,1,TRUE
"b17b380763759fc8409a8225ac0bde49",15,1,TRUE
"d7b179cfaecb3d7ae6720530e9c819bd",17,1,TRUE
"dff605422cefe18fb40c03ee208dc979",20,1,TRUE
"58665123e9447adb59e40b950b3e46b2",22,1,TRUE
"2233386fd8b025e39f3d204353e55aab",19,1,TRUE
"2e5f2499367cab8233331bce01af261e",17,1,TRUE
"c63cabada4e8a8cad048ee94842765be",13,1,TRUE
"7980c0c7ad193a34626ba8c66e2e0a71",23,1,TRUE
"32f1999d567aaf166393a05b05e77ee8",14,1,TRUE
"01fccf73ecc11651e0f77114681d2214",18,1,TRUE
"88880d60cf71383041ff430cad436a56",16,1,TRUE
"31101348d84772592d03c64cc698f294",23,1,TRUE
"7b2c8441f5dd70a0101dd5a4ff0f725e",11,1,TRUE
"42fa1f18ff77383503e6d2ea324d8026",6,1,TRUE
"91485fa4abfb605ddba9fa9bf59ed823",18,1,TRUE
"c4155b7a86ef6f7bb52b9a7b51d20789",25,2,TRUE
"ce157c017672f3fd085e8fd710ede0b4",20,1,TRUE
"94bde2226d5edcffa361b3b0bcd4a806",22,1,TRUE
"e04769daf191c31d70ae29db884e1571",13,1,TRUE
"e3e29283e666aa9261792d7bbc97904e",20,1,TRUE
"486f3036cf11b2bd9d98d24512aa387a",13,1,TRUE
"e1ad37ec92bb0c418eb55a68658cda46",15,1,TRUE
"2b4ed695a83ce8d0dbd37c8bbac8cd98",18,1,TRUE
"9f27be8bca7b7b3c3a3ef54d965f2d40",10,1,TRUE
"f859603c075f0c2d9cc6dc1d1ecc2a5b",12,1,TRUE
"2a32f53b9e6aa78cfc5fd5c03503dca3",40,2,TRUE
"ff5ae0235b33e4a434d6c3c95e207d29",20,1,TRUE
"c7a24391365b917d8d8b7ef6e505c351",16,1,TRUE
"b52b653628d7270f23bb470761600bf3",23,1,TRUE
"506e44c23ae247f17e984232a78a7b3f",22,1,TRUE
"cbe2554d7049464c7d2cf8093d300f95",13,1,TRUE
"ff44e33d4b3d8ac47f35755da09c9d19",4,1,TRUE
"e572217534b19e8480f07e6b6f3938c2",16,1,TRUE
"af82a36ce4d43f7de968a7cad14b57e0",18,1,TRUE
"f153bbf8036a86e9f8a13d3307a68f20",20,1,TRUE
"94850de1c2ce3818d15e6fbc7fda6e08",12,1,TRUE
"7a7bd527f7affd11ca0a4d5e0d98b33f",10,1,TRUE
"a75f36934b644d098e717f09ae543aad",25,2,TRUE
"0368b910831584fa36e56711d5f2287f",22,1,TRUE
"b5d6703fa761814005c480f49c74dfad",22,1,TRUE
"220f09adc534dcd45e5531c559fd995d",20,1,TRUE
"7def72702c9bd90f9d9f591b333f604b",23,1,TRUE
"9076427f56128736459f28e63859385a",37,2,TRUE
"8f6aed3e3269c21ccf4870cc8fa09cec",8,1,TRUE
"952d481e886654d8d9f35bc86dbe3ca3",20,1,TRUE
"c5207573569bc97a02984d9c17cd30ec",23,1,TRUE
"10e895cc912967e310bf16321076cf54",13,1,TRUE
"cd45dac84ba3c123ec0698ba99ae4cf3",47,4,TRUE
"1eaecf5506b6b568538facced277d368",22,1,TRUE
"d1149c6f162ddf21a90110bc487dc52a",14,1,TRUE
"7f8e63709e4e75ccb311df6631911eb8",15,1,TRUE
"68722f308b2d8850ff949bb237433c20",16,1,TRUE
"64de1d8eadd009d67108a9e24b919045",23,1,TRUE
"6560ff84acbd9eeb04ff45560caf2327",22,1,TRUE
"e3feb05d0776176165e96b9e3872b927",20,1,TRUE
"abf82ecf78127f419e83e20b025d573a",19,1,TRUE
"03da82cee073daefcbd887b0eb269938",17,1,TRUE
"eb683aa9eb93d4583124c889b37cee97",42,2,TRUE
"53bd71c8416d8602ecf151c7abf087c4",20,1,TRUE
"4736cbec8390b110236fbcbe456ced05",5,1,TRUE
"47166f4c15bc01ed69ac00af1cac4ae2",20,1,TRUE
"84684295fc1fdb50fb49510e623813c0",15,1,TRUE
"6656a3790a8f0fe3916962107e0c32f3",23,1,TRUE
"1ef19103a1573cd4a63895729a81b5e6",2,1,TRUE
"c77f7636027a7a65995d99315ee6efdf",16,1,TRUE
"d0f0dd38d8cf37fcb3253d88ce1ca1d7",12,1,TRUE
"fb204f727856ceb9d4f4304d3fc3f706",17,2,TRUE
"2f543d53f87de7077129e8bfa57e13e9",19,1,TRUE
"b8145f703af15606e712ce0f9df97cf5",23,1,TRUE
"946d83ae827bc7e8f58cf7c9117c2e50",14,1,TRUE
"37eda8722324d59a7b9f60d17b7186ab",11,1,TRUE
"12b03f95bb10ccd3be26592d31d34f1e",9,1,TRUE
"0f3dcd7b8616eb177f2cb6bbf2e01de5",18,1,TRUE
"16ad1f591a7740edf20f5165a6abbd21",20,1,TRUE
"3ab5823aba71ab4e8d6a233c2b9d4184",21,1,TRUE
"747e600fc7441b8bbfd1c2e55ee3d817",22,1,TRUE
"a991339b45836900dc3a0441e388d220",6,1,TRUE
"7a62fa6abc3645d6cfd6c602e1c047f6",10,1,TRUE
"8bbb06d7c27a899de7de732ad8ef6871",13,1,TRUE
"e955c192c60f7061b6597d2e722cd381",9,1,TRUE
"24e07cb3356768311e39a0596f0f855a",13,1,TRUE
"3d084a88dfc84162c68e67c7b43eb1fd",20,2,TRUE
"c7d55d5dd961741a3d76e0a00af8c60f",12,1,TRUE
"81f13c5430851a10ff278662e2bd2009",20,1,TRUE
"64a8c2339e4f816438d0af7fee75e368",17,1,TRUE
"88acc56ab16668349935e442f9c4015a",11,2,TRUE
"63ac3ecd50992a66e69730a1f7a03335",19,1,TRUE
"72a62a75302d790ac0078d76c92a5598",10,1,TRUE
"800ac6671996702c177440b0803af9c6",21,1,TRUE
"fc87ae14e735ea1b1c277ec1089a1b81",6,1,TRUE
"7cc555f81526cce9fe9788682e37882c",23,1,TRUE
"2de28cb0e8bf5f86801370599b7fa8ea",23,1,TRUE
"5c21c6814df73618056d600392cf7038",13,1,TRUE
"7f6ca4b08485fea1fe4d1432adeaa483",13,1,TRUE
"5264a94c87a818832b048f99d24dbf9d",9,1,TRUE
"855c2f1a2aa7efcbd25cc8077931a766",11,1,TRUE
"57bc7a635009eda602690702b6bda2c0",3,1,TRUE
"b459c5552aa704858b4300a8e2d2d42a",17,2,TRUE
"48b8c5591dfb5466e4720a9fe2a4779d",12,1,TRUE
"00dce6f591d1bdeb7416cd6903777d29",10,1,TRUE
"1d7b1aa39983b28465afa9abb3e7d72a",18,1,TRUE
"b2fe8483764646894b56d979f1278279",16,2,TRUE
"59d6cc0aa2d59471b8cd07204656f7de",18,2,TRUE
"358cf0fa43c324359fd1c96ff4943c99",23,1,TRUE
"ebadd4537056258be130f0b8f9935852",14,1,TRUE
"95e4e6fe0ea37dc592738abe68c5b695",8,1,TRUE
"d649ba44f301aa5277a8c3281aeebe07",11,1,TRUE
"680815e00b6fc402d5b32c9ff341ec7a",14,1,TRUE
"3c94c103a5873d689ebe812502312be1",16,1,TRUE
"7c1758d80ee151b5d32bce40d55fcc6d",12,1,TRUE
"7ea0a6bf967d4e5a0cd60223dfe339f3",7,1,TRUE
"0332cfe5103e6ce54da9c0d8abafa963",18,1,TRUE
"fef451596d6e3b417da03871f32a98c9",16,1,TRUE
"0ef8fa87aed2f152a9899bdf6afa27ec",11,1,TRUE
"8d1cdfcb8fa6329a309c0e1a331aaa87",9,1,TRUE
"9b7bc2200ce380332dcd373f121f6c37",20,1,TRUE
"2e6db2690e52e8fb94d326577dfaa3be",10,1,TRUE
"d185d01c15c17caf281f430337f105ee",21,2,TRUE
"b827e293fa53a93dc19546d5317abc9a",14,1,TRUE
"2c84cdb643d83f226b75ce68bb20eb20",18,1,TRUE
"5b7d59c7cc427b432fa04bd808ff3972",19,1,TRUE
"77d30aa473e50c1a3d998b03e8340b45",12,1,TRUE
"0c2090c13283c54060c586688aaf0e45",17,1,TRUE
"9da8a83b38605cec62e6228b05d26b12",16,1,TRUE
"73988b67795d42740bc767851b73e62c",12,1,TRUE
"0cef2fee5dc2e894f7b7c9847c4a9fa5",21,1,TRUE
"d27b15292ac1027bb0e4d5f23c44af76",19,1,TRUE
"0da82ce9272169e3b878f24315033975",17,1,TRUE
"76767fa4a24ab09e1c8b8d3f33e31bd7",17,1,TRUE
"15b091dee731de2a924912f18046cdf6",20,1,TRUE
"9ec24cbafabea55821eba2dfb5d05ea4",12,1,TRUE
"3fc00b29028f53674f933000a1e86e46",21,1,TRUE
"e27cdff41a9046b370e6b2dc1f4fdcf0",42,2,TRUE
"927fa16e77c7b4d25d87e8677f0c750d",13,1,TRUE
