ID	pval	padj	R2	method
79211df1215da97e2f8277d6b2222fe2	0.609	1.000	-0.083	Spearman
5ae1f1acc18efc7823c3415d779b0385	0.609	1.000	0.083	Spearman
d40cb52e5d7086fee99ae0907fd334f9	0.614	1.000	-0.083	Spearman
7c4c61a0c83567367786e514df40a21b	0.617	1.000	0.075	Spearman
543d211dd0ff4f6d0066ec3850ed5082	0.617	1.000	0.079	Spearman
8e2824f6a1b188b220b9361c612674b6	0.621	1.000	0.079	Spearman
ee297847e00487e7f148dc495efc4ebe	0.631	1.000	0.079	Spearman
d0663dc6e98d4272e5c13d317fed72cc	0.631	1.000	0.075	Spearman
1760e66b93ff7aa728b6898fa572bc2d	0.644	1.000	0.067	Spearman
d9b3a569d44a34c6a764a5a298219d08	0.655	1.000	0.071	Spearman
542b8274cc0abe38ef023b02b57dbf9b	0.662	1.000	0.071	Spearman
6a7a5b8592e878c6065ab49055907e1a	0.673	1.000	-0.063	Spearman
5efce6b21a9c05541f7e777341156e96	0.680	1.000	0.067	Spearman
fe1557e7eea603d3e9a1356de4c894f1	0.681	1.000	0.067	Spearman
135cd9f50ac1631b9e504edeb830d683	0.687	1.000	0.067	Spearman
a294a6334e4208490c478e9073d7270c	0.688	1.000	0.067	Spearman
3595b98686ee678c017f6a39f2ba8e7e	0.701	1.000	0.059	Spearman
f7b11f46a4c69e77e82476e16e9df760	0.716	1.000	-0.063	Spearman
bd26e97e57ceb47cf6ab7d5b5e947f62	0.717	1.000	0.059	Spearman
92e7c471bf50233a39a459ff5b204b3e	0.735	1.000	-0.055	Spearman
409649957a882957ee87339338a7c07f	0.742	1.000	0.051	Spearman
d61038bd0af574cc1fb1f9ecef204bbf	0.750	1.000	0.051	Spearman
97e3be015d0ad3c9c56ccbd57f9c0feb	0.764	1.000	0.047	Spearman
da513503b2ff56009fc8a578c819ebcb	0.765	1.000	0.043	Spearman
6915ce702b5bac12f5018e69a2bca72e	0.773	1.000	0.043	Spearman
54936af7fc659bb8a76615f1ae6f6993	0.773	1.000	0.051	Spearman
4f59249301b989a2e45240235f71f3d2	0.779	1.000	0.043	Spearman
4a1a4c83702a6c44562e2daa13bf3514	0.788	1.000	0.039	Spearman
211d2dbbc4c623c2e960bb29d37d40fa	0.788	1.000	0.043	Spearman
22aea799615e8e1467f7b56605053545	0.790	1.000	0.043	Spearman
fe69850846e2271a5906e8d2d8c09040	0.799	1.000	0.039	Spearman
4bdc300e2a73d2456d8f5f301cd79b24	0.803	1.000	0.043	Spearman
99bf847cdf4b42889ec796b79dff8c25	0.819	1.000	-0.035	Spearman
76dc3809d214159c017b2f987364f7e0	0.819	1.000	0.039	Spearman
41155fc81ea0571a02817ce0e39861e2	0.821	1.000	0.035	Spearman
319412737efae4ec36f93f4db011de0e	0.823	1.000	-0.035	Spearman
1c9a25f511df933eb3476dbbbb46a199	0.823	1.000	0.039	Spearman
8dcb1c66dadcbfce80141ab20ccf1ea1	0.833	1.000	0.035	Spearman
45c35d69f417bd7d4cbe61dd5a0f083e	0.840	1.000	0.035	Spearman
0c0cca5bec99fb78e2bb61c3935b025d	0.859	1.000	0.028	Spearman
273881ea7601aa7c034c59b7f40b5736	0.860	1.000	-0.031	Spearman
c0c4bc43d1ba371268726299b45b754a	0.865	1.000	0.028	Spearman
3a12705bdb700b87026ea27254e8fa89	0.866	1.000	0.028	Spearman
ba01d82683535dedddbe18c540d309be	0.869	1.000	0.024	Spearman
5cce1abb68c73f8fd159aaf92e2afde9	0.871	1.000	0.028	Spearman
872b2757f7ef15b1ef26b3f9936bcf31	0.874	1.000	-0.024	Spearman
511bd796069111a3a3e99c2d13907211	0.882	1.000	0.024	Spearman
faef5307d71a48c6d6d40336c90c8d60	0.894	1.000	0.024	Spearman
9bfd7d6705ff77f170d74bd7d21e15c7	0.899	1.000	0.020	Spearman
62da65200185b257193a5e6d38677242	0.899	1.000	0.024	Spearman
450fb80a8aa341cdf33eee2dac5fe23b	0.905	1.000	0.020	Spearman
89ca3ef7f9011b78e1e0a3895fb3ff7f	0.907	1.000	0.020	Spearman
e71fb4db708f786a39f0bf2bd9b6e50b	0.909	1.000	0.020	Spearman
9c7970c0800382fbe01230164e6149fb	0.910	1.000	0.020	Spearman
983cf9a4e7016105283f24743d919f25	0.914	1.000	0.016	Spearman
04fee52d3a95545eea1c45e2e63ce362	0.922	1.000	0.020	Spearman
3123b5aa3c0f158260f64b2832af8167	0.927	1.000	0.024	Spearman
dfaaa901a526111d492d3d2f61435275	0.934	1.000	0.016	Spearman
f159675a1296aa9d383e4ab3f9407619	0.938	1.000	0.016	Spearman
ee0d28cca895e4a213be07178c2fefba	0.941	1.000	0.016	Spearman
e74ee435c566d594cc9526383adf5792	0.944	1.000	0.016	Spearman
de7864dafea9b68a565a62c31bc8339e	0.945	1.000	0.012	Spearman
fd6ff46f1b85f9ed17f80fe98868119c	0.946	1.000	-0.012	Spearman
0df685ffc0887a530be9364c346bad5e	0.948	1.000	-0.012	Spearman
2c18fa52b1be278e8fbf731b531e3174	0.951	1.000	0.012	Spearman
2b59d468bbdb1f86c22fcebd61f5d5cb	0.951	1.000	0.012	Spearman
1eff341aa2b49ec383d0a118f73f9cb6	0.952	1.000	0.012	Spearman
633743f58b6a9fabc8612a844746d9aa	0.956	1.000	-0.012	Spearman
18ff3ee57c402652b7156ed14071d0ab	0.959	1.000	-0.012	Spearman
bb33b229f3d1ca9a24f2615fab635d38	0.959	1.000	-0.012	Spearman
b663b0cd551ba980221251a789b6e206	0.979	1.000	0.008	Spearman
399dce84cd757a93a8527510b06e307a	0.987	1.000	-0.004	Spearman
d8fc54bcadbf7fcc5cd3d7c2bf678f8f	0.988	1.000	-0.004	Spearman
71d1bd285cdf78ebfd3ef9d9c9a40241	0.990	1.000	-0.004	Spearman
7ff01134216b54c40a3d44f59c565338	0.991	1.000	-0.004	Spearman
223bd77c5c34f4e9e40c3dfd53dffafc	0.993	1.000	-0.004	Spearman
f8549988d995f078ce28eccc60deff7b	0.993	1.000	-0.004	Spearman
a767696bf9e2e1a5f9e63fd6d39e88f3	0.993	1.000	-0.004	Spearman
ea16290abb78a15048ba32ff78200ec5	0.994	1.000	0.004	Spearman
a992aa1cc0c433a9e86e33cbc0489c4b	0.994	1.000	-0.004	Spearman
96e8d503a1148ba899683ec5ab9b05d9	1	1.000	0	Spearman
5bf5a35fbf5c2c129b31a4aaa02679bd	1	1.000	0	Spearman
a418705a2b62c68553ceec65922142a4	1	1.000	0	Spearman
