ID	pval	padj	method
e74ee435c566d594cc9526383adf5792	1	1	Fisher
e87dc9cc994d0c5c48a42ee91aae6eae	1	1	Fisher
ea16290abb78a15048ba32ff78200ec5	1	1	Fisher
ee0d28cca895e4a213be07178c2fefba	1	1	Fisher
f159675a1296aa9d383e4ab3f9407619	1	1	Fisher
f8549988d995f078ce28eccc60deff7b	1	1	Fisher
faef5307d71a48c6d6d40336c90c8d60	1	1	Fisher
fd6ff46f1b85f9ed17f80fe98868119c	1	1	Fisher
fe1557e7eea603d3e9a1356de4c894f1	1	1	Fisher
fe69850846e2271a5906e8d2d8c09040	1	1	Fisher
